"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL344174";"";"0";"337.38";"0";"2.16";"1";"N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4180492";"Reversible inhibition of recombinant Trypanosoma cruzi cruzain using Z-phe-Arg-7-amido-4-methylcoumarin as substrate by fluorometric method";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4177620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4215936";"";"0";"410.47";"0";"2.76";"9";"CCOC(=O)/C=C\CNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4180492";"Reversible inhibition of recombinant Trypanosoma cruzi cruzain using Z-phe-Arg-7-amido-4-methylcoumarin as substrate by fluorometric method";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4177620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL3629563";"";"0";"392.31";"1";"5.24";"18";"C/C(=N\N=C1\SC(C)C(=O)N1c1ccccc1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3631894";"Competitive inhibition of Trypanosoma cruzi Cruzain using Z-FR-AMC as substrate at 10 uM preincubated for 10 mins followed by substrate addition measured every 12 secs for 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3627689";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL3347367";"";"0";"343.37";"0";"1.21";"21";"NC(=S)N/N=C\c1ccccc1OCc1ccc2no[n+]([O-])c2c1";"Inhibition";"'='";"49.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL3347359";"";"0";"383.43";"0";"2.02";"19";"C=CCNC(=S)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL3347304";"";"0";"383.43";"0";"2.02";"15";"C=CCNC(=S)N/N=C/c1ccc(OCc2ccc3no[n+]([O-])c3c2)cc1";"Inhibition";"'='";"38.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL2180346";"";"0";"381.50";"0";"4.66";"22";"CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(C)cc2)C1=O";"Inhibition";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189089";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 20 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL3347373";"";"0";"461.55";"0";"2.31";"36";"CC1(C)[N+]([O-])=c2ccc(COc3ccccc3/C=N\NC(=S)Nc3ccccc3)cc2=[N+]1[O-]";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL3347314";"";"0";"425.51";"0";"0.98";"28";"C=CCNC(=S)N/N=C/c1ccc(OCc2ccc3c(c2)=[N+]([O-])C(C)(C)[N+]=3[O-])cc1";"Inhibition";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL3347315";"";"0";"419.47";"0";"3.36";"16";"[O-][n+]1onc2ccc(COc3ccc(/C=N/NC(=S)Nc4ccccc4)cc3)cc21";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL1082216";"";"0";"544.07";"2";"6.29";"9";"O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1ccccc1C(=O)c1ccc(Cl)cc1";"Inhibition";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1109343";"Inhibition of Trypanosoma cruzi cruzain at 1 uM after 5 mins";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1154298";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3629562";"";"0";"378.28";"0";"4.85";"17";"C/C(=N\N=C1\SCC(=O)N1c1ccccc1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3631894";"Competitive inhibition of Trypanosoma cruzi Cruzain using Z-FR-AMC as substrate at 10 uM preincubated for 10 mins followed by substrate addition measured every 12 secs for 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3627689";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL514956";"";"0";"265.34";"0";"1.19";"11";"COc1cc2c(cc1OC)/C(=N/NC(N)=S)CC2";"Inhibition";"'='";"1.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1918777";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM preincubated for 5 mins before substrate addition measured after 10 mins by spectrofluorometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1914328";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1914484";"";"0";"250.28";"0";"1.08";"16";"NC(=S)N/N=C1\CCc2ccc([N+](=O)[O-])cc21";"Inhibition";"'='";"24.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1918777";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM preincubated for 5 mins before substrate addition measured after 10 mins by spectrofluorometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1914328";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL391827";"";"0";"302.31";"0";"1.91";"(Z)-18";"O=S(=O)(/C=C\c1ccc2c(c1)no[n+]2[O-])c1ccccc1";"Inhibition";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL900554";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 100 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL274715";"";"0";"560.65";"1";"3.33";"15";"CCOC(=O)[C@@H]1O[C@H]1[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"Inhibition";"'='";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL942076";"Inhibition of cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1140589";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL249814";"";"0";"558.63";"1";"3.54";"3";"CCOC(=O)[C@H]1O[C@H]1C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"Inhibition";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL942076";"Inhibition of cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1140589";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL313679";"";"0";"286.20";"0";"2.81";"1i, TCC-01";"CC/C(=N\N=C(\N)S)c1cccc(Br)c1";"Inhibition";"";"";"";"";"";"tde";"";"";"";"";"";"False";"CHEMBL1285999";"Inhibition of Trypanosoma cruzi cruzaine without pre-incubation";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1276197";"";"0";"225.34";"0";"1.60";"2c";"NC(=S)N/N=C/CSc1ccccc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1285898";"Inhibition of Trypanosoma cruzi cruzaine in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1276198";"";"0";"293.42";"0";"2.76";"3j";"CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1285898";"Inhibition of Trypanosoma cruzi cruzaine in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1276300";"";"0";"299.81";"0";"2.64";"3h";"O=C1CS/C(=N/N=C/CSc2ccc(Cl)cc2)N1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1285898";"Inhibition of Trypanosoma cruzi cruzaine in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL1277145";"";"0";"339.51";"0";"3.44";"3g";"CCC1S/C(=N/N=C(\C)CSc2ccc(S)cc2)NC1=O";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1285898";"Inhibition of Trypanosoma cruzi cruzaine in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL313679";"";"0";"286.20";"0";"2.81";"1i, TCC-01";"CC/C(=N\N=C(\N)S)c1cccc(Br)c1";"Inhibition";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1285899";"Inhibition of Trypanosoma cruzi cruzaine at 100 uM pre-incubated for 10 mins";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275380";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL4244085";"";"0";"547.65";"1";"3.00";"FGA78";"CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4234784";"Irreversible inhibition of Trypanosoma cruzi cruzain pretreated for 30 mins followed by substrate addition and measured for 30 mins by dialysis method";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4229471";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3629559";"";"0";"344.27";"0";"4.06";"14";"CCC1S/C(=N/N=C(\C)c2ccc(Cl)c(Cl)c2)N(C)C1=O";"Inhibition";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3631894";"Competitive inhibition of Trypanosoma cruzi Cruzain using Z-FR-AMC as substrate at 10 uM preincubated for 10 mins followed by substrate addition measured every 12 secs for 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3627689";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL4247963";"";"0";"605.74";"1";"4.88";"FGA71";"O=C(/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)NCc1ccccc1";"Inhibition";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4234771";"Inhibition of Trypanosoma cruzi cruzain at 20 uM relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4229471";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL1078779";"";"0";"504.64";"1";"4.63";"3c";"Cc1nc(-c2cnccn2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1";"Inhibition";"'<'";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1109343";"Inhibition of Trypanosoma cruzi cruzain at 1 uM after 5 mins";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1154298";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3613577";"";"0";"406.35";"0";"4.19";"9c";"CC(C)c1ccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1";"Inhibition";"'='";"49.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3614915";"Inhibition of Trypanosoma cruzi catalytic activity of cruzain using Z-FR-AMC as substrate at 50 uM after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3612009";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3613591";"";"0";"440.37";"0";"4.73";"9r";"NC(=S)N/N=C(\COc1ccc(-c2ccccc2)cc1)c1ccc(Br)cc1";"Inhibition";"'='";"63.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3614915";"Inhibition of Trypanosoma cruzi catalytic activity of cruzain using Z-FR-AMC as substrate at 50 uM after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3612009";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
